cartão	14878
estarei	14822
planos	14811
cozinha	14802
dizer-lhe	14801
ray	14800
metros	14785
negro	14783
deixei	14753
operação	14749
preço	14722
pele	14714
existem	14705
diabos	14682
principal	14680
justo	14664
chá	14646
vinho	14641
lixo	14613
mudou	14603
novos	14599
relatório	14582
dra.	14580
necessário	14561
alta	14546
par	14542
perdido	14540
agentes	14536
dado	14482
imenso	14469
nomes	14459
defesa	14444
laboratório	14431
comando	14428
tia	14374
bill	14363
maravilhoso	14359
fotografia	14354
dizia	14348
fotos	14337
ilha	14334
subir	14334
farei	14329
opinião	14314
tony	14251
terminar	14251
acesso	14243
fato	14243
braço	14229
saco	14206
lembrar	14203
desejo	14200
correu	14187
senão	14186
pá	14176
série	14157
conseguiste	14150
nela	14138
jim	14131
comboio	14127
roupas	14116
cabra	14111
junto	14104
sonhos	14103
pernas	14084
ido	14080
pedi	14073
discutir	14071
livros	14066
saiba	14053
falamos	14046
saudades	14046
harry	13990
rádio	13976
destruir	13960
traz	13947
silêncio	13946
peça	13927
bob	13890
senti	13880
escolher	13874
carros	13865
maldito	13836
cheia	13816
limpar	13811
ama	13808
caramba	13794
nove	13792
ficam	13769
novas	13725
carrinha	13691
trato	13686
evitar	13676
seres	13648
pista	13621
departamento	13619
verão	13608
direcção	13604
soldados	13570
dessas	13565
errada	13563
justiça	13561
costumava	13556
mala	13541
foder	13541
leve	13532
daquela	13526
memória	13525
rabo	13521
azul	13507
calças	13478
graça	13477
tommy	13468
façam	13467
verdadeira	13457
hey	13452
restaurante	13448
comum	13444
confiança	13427
vens	13426
estação	13410
vídeo	13405
pressão	13401
sapatos	13395
inimigo	13388
ligou	13379
preparar	13379
diz-lhe	13368
ocupado	13367
duro	13366
várias	13354
deviam	13342
sendo	13340
cartas	13336
espírito	13328
igual	13326
prestes	13289
paris	13274
corre	13272
h	13272
inteiro	13269
branca	13264
gelo	13263
maluco	13254
bem-vindo	13231
cheguei	13230
apareceu	13227
cuidar	13204
vi.	13194
daquele	13191
magia	13187
universidade	13183
processo	13171
dentes	13166
porcaria	13163
copo	13154
noites	13148
vermelho	13127
responder	13124
volte	13124
apoio	13118
parque	13093
paciente	13070
quão	13061
tornar	13047
conseguia	13040
andas	13030
viram	12980
arte	12965
jake	12955
visita	12948
buraco	12947
cantar	12940
sucesso	12912
pegar	12910
queira	12896
la	12880
ajudá-lo	12873
infelizmente	12867
conduzir	12857
parede	12855
cheiro	12852
herói	12850
inglês	12828
devagar	12820
troca	12810
batalha	12770
steve	12768
ryan	12739
bala	12729
mentira	12715
férias	12706
emergência	12679
toca	12678
americano	12678
coragem	12637
encontrado	12633
vergonha	12631
caiu	12621
longa	12617
estrela	12616
animal	12615
achar	12611
teremos	12602
acção	12579
certamente	12568
tido	12567
juiz	12553
perna	12542
som	12508
desculpas	12484
edifício	12462
vieste	12448
aulas	12431
médicos	12430
will	12411
clientes	12390
enviar	12388
terem	12357
pescoço	12330
lua	12314
fiquem	12313
casaco	12309
monstro	12308
vimos	12305
chaves	12275
gostei	12267
começo	12267
irão	12249
falando	12235
parceiro	12226
ajuda-me	12219
imaginar	12216
recuperar	12197
normalmente	12193
estranha	12192
simpático	12178
valor	12177
cor	12152
histórias	12137
i	12127
serei	12102
devido	12100
terei	12096
londres	12087
soldado	12087
ajudar-te	12084
encontraram	12079
puder	12068
falas	12065
filmes	12064
richard	12063
serem	12056
fale	12043
especialmente	12041
vê-la	12028
doce	12021
dê-me	12010
vítimas	12002
natureza	11992
vieram	11987
johnny	11985
miúdas	11982
andado	11965
chamo-me	11962
líder	11959
desses	11956
billy	11946
haverá	11915
excepto	11909
máximo	11894
inocente	11891
prefiro	11888
autocarro	11869
más	11849
gabinete	11841
